Time,Time (ms),Time (delay corrected), C, R, AVG,Baseline corrected
0.6158,615.8,600.8,-2.21E-07,6.37E-07,2.11E-07,1.69E-06
0.6159,615.9,600.9,-2.25E-07,6.58E-07,2.19E-07,1.70E-06
0.616,616,601,-2.33E-07,6.67E-07,2.20E-07,1.70E-06
0.6161,616.1,601.1,-2.50E-07,6.72E-07,2.14E-07,1.69E-06
0.6162,616.2,601.2,-2.74E-07,6.90E-07,2.11E-07,1.69E-06
0.6163,616.3,601.3,-2.94E-07,7.19E-07,2.16E-07,1.69E-06
0.6164,616.4,601.4,-3.01E-07,7.36E-07,2.20E-07,1.70E-06
0.6165,616.5,601.5,-2.99E-07,7.31E-07,2.19E-07,1.70E-06
0.6166,616.6,601.6,-2.86E-07,7.06E-07,2.13E-07,1.69E-06
0.6167,616.7,601.7,-2.68E-07,6.83E-07,2.10E-07,1.69E-06
0.6168,616.8,601.8,-2.52E-07,6.59E-07,2.06E-07,1.68E-06
0.6169,616.9,601.9,-2.47E-07,6.44E-07,2.01E-07,1.68E-06
0.617,617,602,-2.57E-07,6.48E-07,1.98E-07,1.68E-06
0.6171,617.1,602.1,-2.66E-07,6.66E-07,2.03E-07,1.68E-06
0.6172,617.2,602.2,-2.66E-07,6.86E-07,2.13E-07,1.69E-06
0.6173,617.3,602.3,-2.53E-07,6.95E-07,2.24E-07,1.70E-06
0.6174,617.4,602.4,-2.41E-07,7.09E-07,2.37E-07,1.71E-06
0.6175,617.5,602.5,-2.39E-07,7.32E-07,2.50E-07,1.73E-06
0.6176,617.6,602.6,-2.46E-07,7.62E-07,2.61E-07,1.74E-06
0.6177,617.7,602.7,-2.57E-07,7.75E-07,2.62E-07,1.74E-06
0.6178,617.8,602.8,-2.61E-07,7.75E-07,2.60E-07,1.74E-06
0.6179,617.9,602.9,-2.52E-07,7.87E-07,2.71E-07,1.75E-06
0.618,618,603,-2.41E-07,8.09E-07,2.87E-07,1.76E-06
0.6181,618.1,603.1,-2.42E-07,8.38E-07,3.01E-07,1.78E-06
0.6182,618.2,603.2,-2.55E-07,8.58E-07,3.05E-07,1.78E-06
0.6183,618.3,603.3,-2.73E-07,8.77E-07,3.06E-07,1.78E-06
0.6184,618.4,603.4,-2.83E-07,8.84E-07,3.04E-07,1.78E-06
0.6185,618.5,603.5,-2.93E-07,8.78E-07,2.96E-07,1.77E-06
0.6186,618.6,603.6,-3.02E-07,8.63E-07,2.84E-07,1.76E-06
0.6187,618.7,603.7,-3.20E-07,8.43E-07,2.65E-07,1.74E-06
0.6188,618.8,603.8,-3.43E-07,8.09E-07,2.37E-07,1.71E-06
0.6189,618.9,603.9,-3.61E-07,7.78E-07,2.12E-07,1.69E-06
0.619,619,604,-3.70E-07,7.70E-07,2.03E-07,1.68E-06
0.6191,619.1,604.1,-3.85E-07,7.97E-07,2.10E-07,1.69E-06
0.6192,619.2,604.2,-4.16E-07,8.40E-07,2.16E-07,1.69E-06
0.6193,619.3,604.3,-4.47E-07,8.57E-07,2.09E-07,1.69E-06
0.6194,619.4,604.4,-4.65E-07,8.41E-07,1.92E-07,1.67E-06
0.6195,619.5,604.5,-4.66E-07,8.14E-07,1.78E-07,1.66E-06
0.6196,619.6,604.6,-4.62E-07,8.06E-07,1.76E-07,1.65E-06
0.6197,619.7,604.7,-4.54E-07,8.17E-07,1.85E-07,1.66E-06
0.6198,619.8,604.8,-4.49E-07,8.24E-07,1.92E-07,1.67E-06
0.6199,619.9,604.9,-4.51E-07,8.33E-07,1.95E-07,1.67E-06
0.62,620,605,-4.48E-07,8.54E-07,2.07E-07,1.68E-06
0.6201,620.1,605.1,-4.47E-07,8.85E-07,2.23E-07,1.70E-06
0.6202,620.2,605.2,-4.51E-07,9.14E-07,2.35E-07,1.71E-06
0.6203,620.3,605.3,-4.71E-07,9.36E-07,2.37E-07,1.71E-06
0.6204,620.4,605.4,-4.94E-07,9.52E-07,2.33E-07,1.71E-06
0.6205,620.5,605.5,-5.15E-07,9.68E-07,2.31E-07,1.71E-06
0.6206,620.6,605.6,-5.26E-07,9.70E-07,2.26E-07,1.70E-06
0.6207,620.7,605.7,-5.33E-07,9.77E-07,2.26E-07,1.70E-06
0.6208,620.8,605.8,-5.28E-07,9.76E-07,2.29E-07,1.71E-06
0.6209,620.9,605.9,-5.13E-07,9.83E-07,2.39E-07,1.72E-06
0.621,621,606,-4.94E-07,9.94E-07,2.55E-07,1.73E-06
0.6211,621.1,606.1,-4.81E-07,1.02E-06,2.74E-07,1.75E-06
0.6212,621.2,606.2,-4.63E-07,1.05E-06,2.96E-07,1.77E-06
0.6213,621.3,606.3,-4.38E-07,1.06E-06,3.17E-07,1.79E-06
0.6214,621.4,606.4,-4.00E-07,1.06E-06,3.34E-07,1.81E-06
0.6215,621.5,606.5,-3.73E-07,1.05E-06,3.43E-07,1.82E-06
0.6216,621.6,606.6,-3.52E-07,1.05E-06,3.52E-07,1.83E-06
0.6217,621.7,606.7,-3.34E-07,1.06E-06,3.69E-07,1.85E-06
0.6218,621.8,606.8,-3.08E-07,1.09E-06,3.94E-07,1.87E-06
0.6219,621.9,606.9,-2.88E-07,1.11E-06,4.16E-07,1.89E-06
0.622,622,607,-2.66E-07,1.12E-06,4.33E-07,1.91E-06
0.6221,622.1,607.1,-2.40E-07,1.12E-06,4.42E-07,1.92E-06
0.6222,622.2,607.2,-2.13E-07,1.10E-06,4.49E-07,1.93E-06
0.6223,622.3,607.3,-1.82E-07,1.09E-06,4.60E-07,1.94E-06
0.6224,622.4,607.4,-1.49E-07,1.10E-06,4.78E-07,1.96E-06
0.6225,622.5,607.5,-1.12E-07,1.09E-06,4.95E-07,1.97E-06
0.6226,622.6,607.6,-8.34E-08,1.07E-06,4.98E-07,1.98E-06
0.6227,622.7,607.7,-6.36E-08,1.04E-06,4.91E-07,1.97E-06
0.6228,622.8,607.8,-6.01E-08,1.01E-06,4.76E-07,1.95E-06
0.6229,622.9,607.9,-6.62E-08,9.75E-07,4.57E-07,1.94E-06
0.623,623,608,-7.26E-08,9.56E-07,4.45E-07,1.92E-06
0.6231,623.1,608.1,-7.04E-08,9.51E-07,4.43E-07,1.92E-06
0.6232,623.2,608.2,-7.04E-08,9.50E-07,4.43E-07,1.92E-06
0.6233,623.3,608.3,-7.65E-08,9.44E-07,4.37E-07,1.91E-06
0.6234,623.4,608.4,-8.04E-08,9.27E-07,4.26E-07,1.90E-06
0.6235,623.5,608.5,-8.10E-08,9.29E-07,4.27E-07,1.90E-06
0.6236,623.6,608.6,-8.29E-08,9.42E-07,4.33E-07,1.91E-06
0.6237,623.7,608.7,-9.68E-08,9.62E-07,4.36E-07,1.91E-06
0.6238,623.8,608.8,-1.07E-07,9.64E-07,4.32E-07,1.91E-06
0.6239,623.9,608.9,-1.19E-07,9.51E-07,4.19E-07,1.90E-06
0.624,624,609,-1.18E-07,9.34E-07,4.11E-07,1.89E-06
0.6241,624.1,609.1,-1.22E-07,9.11E-07,3.98E-07,1.88E-06
0.6242,624.2,609.2,-1.15E-07,8.88E-07,3.90E-07,1.87E-06
0.6243,624.3,609.3,-1.16E-07,8.57E-07,3.74E-07,1.85E-06
0.6244,624.4,609.4,-1.28E-07,8.35E-07,3.56E-07,1.83E-06
0.6245,624.5,609.5,-1.63E-07,8.31E-07,3.37E-07,1.81E-06
0.6246,624.6,609.6,-1.88E-07,8.35E-07,3.27E-07,1.80E-06
0.6247,624.7,609.7,-1.93E-07,8.38E-07,3.26E-07,1.80E-06
0.6248,624.8,609.8,-1.75E-07,8.29E-07,3.30E-07,1.81E-06
0.6249,624.9,609.9,-1.65E-07,8.20E-07,3.30E-07,1.81E-06
0.625,625,610,-1.54E-07,8.12E-07,3.31E-07,1.81E-06
0.6251,625.1,610.1,-1.57E-07,8.09E-07,3.29E-07,1.81E-06
0.6252,625.2,610.2,-1.54E-07,8.05E-07,3.29E-07,1.81E-06
0.6253,625.3,610.3,-1.55E-07,7.93E-07,3.21E-07,1.80E-06
0.6254,625.4,610.4,-1.47E-07,7.74E-07,3.16E-07,1.79E-06
0.6255,625.5,610.5,-1.37E-07,7.69E-07,3.19E-07,1.80E-06
0.6256,625.6,610.6,-1.27E-07,7.79E-07,3.29E-07,1.81E-06
0.6257,625.7,610.7,-1.13E-07,7.98E-07,3.45E-07,1.82E-06
0.6258,625.8,610.8,-9.06E-08,8.10E-07,3.62E-07,1.84E-06
0.6259,625.9,610.9,-6.29E-08,8.11E-07,3.77E-07,1.85E-06
0.626,626,611,-4.10E-08,7.98E-07,3.81E-07,1.86E-06
0.6261,626.1,611.1,-3.72E-08,7.83E-07,3.75E-07,1.85E-06
0.6262,626.2,611.2,-4.98E-08,7.72E-07,3.63E-07,1.84E-06
0.6263,626.3,611.3,-6.95E-08,7.59E-07,3.47E-07,1.82E-06
0.6264,626.4,611.4,-9.63E-08,7.36E-07,3.22E-07,1.80E-06
0.6265,626.5,611.5,-1.10E-07,7.00E-07,2.98E-07,1.78E-06
0.6266,626.6,611.6,-1.10E-07,6.70E-07,2.83E-07,1.76E-06
0.6267,626.7,611.7,-9.74E-08,6.52E-07,2.79E-07,1.76E-06
0.6268,626.8,611.8,-7.78E-08,6.59E-07,2.93E-07,1.77E-06
0.6269,626.9,611.9,-7.07E-08,6.66E-07,3.00E-07,1.78E-06
0.627,627,612,-6.66E-08,6.68E-07,3.03E-07,1.78E-06
0.6271,627.1,612.1,-6.66E-08,6.56E-07,2.97E-07,1.77E-06
0.6272,627.2,612.2,-7.19E-08,6.50E-07,2.91E-07,1.77E-06
0.6273,627.3,612.3,-8.19E-08,6.65E-07,2.94E-07,1.77E-06
0.6274,627.4,612.4,-9.05E-08,6.81E-07,2.97E-07,1.77E-06
0.6275,627.5,612.5,-9.31E-08,6.89E-07,3.00E-07,1.78E-06
0.6276,627.6,612.6,-9.72E-08,6.79E-07,2.93E-07,1.77E-06
0.6277,627.7,612.7,-1.16E-07,6.78E-07,2.83E-07,1.76E-06
0.6278,627.8,612.8,-1.40E-07,6.81E-07,2.73E-07,1.75E-06
0.6279,627.9,612.9,-1.60E-07,6.78E-07,2.61E-07,1.74E-06
0.628,628,613,-1.80E-07,6.62E-07,2.43E-07,1.72E-06
0.6281,628.1,613.1,-2.02E-07,6.56E-07,2.30E-07,1.71E-06
0.6282,628.2,613.2,-2.33E-07,6.65E-07,2.19E-07,1.70E-06
0.6283,628.3,613.3,-2.73E-07,6.63E-07,1.98E-07,1.68E-06
0.6284,628.4,613.4,-3.10E-07,6.41E-07,1.68E-07,1.65E-06
0.6285,628.5,613.5,-3.33E-07,6.01E-07,1.37E-07,1.61E-06
0.6286,628.6,613.6,-3.51E-07,5.72E-07,1.13E-07,1.59E-06
0.6287,628.7,613.7,-3.65E-07,5.50E-07,9.56E-08,1.57E-06
0.6288,628.8,613.8,-3.73E-07,5.31E-07,8.18E-08,1.56E-06
0.6289,628.9,613.9,-3.61E-07,5.18E-07,8.08E-08,1.56E-06
0.629,629,614,-3.46E-07,5.10E-07,8.47E-08,1.56E-06
0.6291,629.1,614.1,-3.40E-07,5.20E-07,9.24E-08,1.57E-06
0.6292,629.2,614.2,-3.45E-07,5.29E-07,9.48E-08,1.57E-06
0.6293,629.3,614.3,-3.62E-07,5.45E-07,9.45E-08,1.57E-06
0.6294,629.4,614.4,-3.81E-07,5.59E-07,9.16E-08,1.57E-06
0.6295,629.5,614.5,-4.02E-07,5.68E-07,8.56E-08,1.56E-06
0.6296,629.6,614.6,-4.05E-07,5.56E-07,7.85E-08,1.56E-06
0.6297,629.7,614.7,-3.92E-07,5.30E-07,7.19E-08,1.55E-06
0.6298,629.8,614.8,-3.78E-07,4.99E-07,6.32E-08,1.54E-06
0.6299,629.9,614.9,-3.75E-07,4.77E-07,5.36E-08,1.53E-06
0.63,630,615,-3.81E-07,4.73E-07,4.86E-08,1.53E-06
0.6301,630.1,615.1,-3.90E-07,4.75E-07,4.52E-08,1.52E-06
0.6302,630.2,615.2,-3.90E-07,4.76E-07,4.56E-08,1.52E-06
0.6303,630.3,615.3,-3.80E-07,4.62E-07,4.36E-08,1.52E-06
0.6304,630.4,615.4,-3.52E-07,4.59E-07,5.60E-08,1.53E-06
0.6305,630.5,615.5,-3.16E-07,4.55E-07,7.18E-08,1.55E-06
0.6306,630.6,615.6,-2.73E-07,4.49E-07,9.03E-08,1.57E-06
0.6307,630.7,615.7,-2.37E-07,4.48E-07,1.07E-07,1.58E-06
0.6308,630.8,615.8,-2.06E-07,4.61E-07,1.30E-07,1.61E-06
0.6309,630.9,615.9,-1.85E-07,4.92E-07,1.56E-07,1.63E-06
0.631,631,616,-1.77E-07,5.15E-07,1.71E-07,1.65E-06
0.6311,631.1,616.1,-1.65E-07,5.27E-07,1.83E-07,1.66E-06
0.6312,631.2,616.2,-1.57E-07,5.26E-07,1.87E-07,1.66E-06
0.6313,631.3,616.3,-1.42E-07,5.33E-07,1.98E-07,1.68E-06
0.6314,631.4,616.4,-1.47E-07,5.44E-07,2.01E-07,1.68E-06
0.6315,631.5,616.5,-1.55E-07,5.62E-07,2.06E-07,1.68E-06
0.6316,631.6,616.6,-1.43E-07,5.81E-07,2.21E-07,1.70E-06
0.6317,631.7,616.7,-1.20E-07,6.05E-07,2.45E-07,1.72E-06
0.6318,631.8,616.8,-9.04E-08,6.24E-07,2.69E-07,1.75E-06
0.6319,631.9,616.9,-7.72E-08,6.44E-07,2.85E-07,1.76E-06
0.632,632,617,-6.79E-08,6.68E-07,3.02E-07,1.78E-06
0.6321,632.1,617.1,-5.90E-08,7.05E-07,3.25E-07,1.80E-06
0.6322,632.2,617.2,-5.58E-08,7.31E-07,3.40E-07,1.82E-06
0.6323,632.3,617.3,-5.45E-08,7.48E-07,3.49E-07,1.83E-06
0.6324,632.4,617.4,-6.00E-08,7.49E-07,3.47E-07,1.82E-06
0.6325,632.5,617.5,-5.61E-08,7.50E-07,3.49E-07,1.83E-06
0.6326,632.6,617.6,-3.81E-08,7.52E-07,3.59E-07,1.84E-06
0.6327,632.7,617.7,-1.37E-08,7.63E-07,3.77E-07,1.85E-06
0.6328,632.8,617.8,2.65E-10,7.81E-07,3.93E-07,1.87E-06
0.6329,632.9,617.9,1.27E-10,7.94E-07,3.99E-07,1.88E-06
0.633,633,618,-6.60E-10,7.98E-07,4.01E-07,1.88E-06
0.6331,633.1,618.1,-6.78E-11,7.91E-07,3.98E-07,1.88E-06
0.6332,633.2,618.2,-5.59E-09,7.82E-07,3.90E-07,1.87E-06
0.6333,633.3,618.3,-1.60E-08,7.71E-07,3.80E-07,1.86E-06
0.6334,633.4,618.4,-2.43E-08,7.69E-07,3.74E-07,1.85E-06
0.6335,633.5,618.5,-2.42E-08,7.69E-07,3.75E-07,1.85E-06
0.6336,633.6,618.6,-2.20E-08,7.76E-07,3.80E-07,1.86E-06
0.6337,633.7,618.7,-1.78E-08,7.77E-07,3.82E-07,1.86E-06
0.6338,633.8,618.8,-2.81E-08,7.75E-07,3.76E-07,1.85E-06
0.6339,633.9,618.9,-5.19E-08,7.62E-07,3.57E-07,1.83E-06
0.634,634,619,-7.99E-08,7.48E-07,3.36E-07,1.81E-06
0.6341,634.1,619.1,-1.03E-07,7.28E-07,3.15E-07,1.79E-06
0.6342,634.2,619.2,-1.18E-07,7.13E-07,3.00E-07,1.78E-06
0.6343,634.3,619.3,-1.28E-07,6.93E-07,2.85E-07,1.76E-06
0.6344,634.4,619.4,-1.42E-07,6.66E-07,2.64E-07,1.74E-06
0.6345,634.5,619.5,-1.67E-07,6.37E-07,2.38E-07,1.72E-06
0.6346,634.6,619.6,-1.92E-07,6.12E-07,2.12E-07,1.69E-06
0.6347,634.7,619.7,-2.05E-07,5.98E-07,1.99E-07,1.68E-06
0.6348,634.8,619.8,-2.09E-07,5.74E-07,1.85E-07,1.66E-06
0.6349,634.9,619.9,-2.15E-07,5.27E-07,1.58E-07,1.64E-06
0.635,635,620,-2.23E-07,4.60E-07,1.21E-07,1.60E-06
0.6351,635.1,620.1,-2.29E-07,4.02E-07,8.83E-08,1.57E-06
0.6352,635.2,620.2,-2.23E-07,3.65E-07,7.26E-08,1.55E-06
0.6353,635.3,620.3,-2.19E-07,3.44E-07,6.43E-08,1.54E-06
0.6354,635.4,620.4,-2.21E-07,3.23E-07,5.24E-08,1.53E-06
0.6355,635.5,620.5,-2.47E-07,2.93E-07,2.49E-08,1.50E-06
0.6356,635.6,620.6,-2.75E-07,2.50E-07,-1.08E-08,1.47E-06
0.6357,635.7,620.7,-2.94E-07,2.06E-07,-4.26E-08,1.43E-06
0.6358,635.8,620.8,-2.85E-07,1.70E-07,-5.65E-08,1.42E-06
0.6359,635.9,620.9,-2.74E-07,1.48E-07,-6.17E-08,1.42E-06
0.636,636,621,-2.60E-07,1.26E-07,-6.58E-08,1.41E-06
0.6361,636.1,621.1,-2.56E-07,9.44E-08,-7.98E-08,1.40E-06
0.6362,636.2,621.2,-2.50E-07,5.07E-08,-9.86E-08,1.38E-06
0.6363,636.3,621.3,-2.54E-07,7.50E-09,-1.22E-07,1.36E-06
0.6364,636.4,621.4,-2.72E-07,-2.16E-08,-1.46E-07,1.33E-06
0.6365,636.5,621.5,-2.76E-07,-3.57E-08,-1.55E-07,1.32E-06
0.6366,636.6,621.6,-2.62E-07,-4.57E-08,-1.53E-07,1.32E-06
0.6367,636.7,621.7,-2.32E-07,-6.62E-08,-1.49E-07,1.33E-06
0.6368,636.8,621.8,-2.23E-07,-8.65E-08,-1.54E-07,1.32E-06
0.6369,636.9,621.9,-2.18E-07,-1.10E-07,-1.64E-07,1.31E-06
0.637,637,622,-2.04E-07,-1.32E-07,-1.68E-07,1.31E-06
0.6371,637.1,622.1,-1.78E-07,-1.53E-07,-1.65E-07,1.31E-06
0.6372,637.2,622.2,-1.56E-07,-1.58E-07,-1.57E-07,1.32E-06
0.6373,637.3,622.3,-1.43E-07,-1.62E-07,-1.52E-07,1.33E-06
0.6374,637.4,622.4,-1.29E-07,-1.63E-07,-1.46E-07,1.33E-06
0.6375,637.5,622.5,-1.17E-07,-1.60E-07,-1.38E-07,1.34E-06
0.6376,637.6,622.6,-1.00E-07,-1.45E-07,-1.23E-07,1.35E-06
0.6377,637.7,622.7,-7.56E-08,-1.36E-07,-1.06E-07,1.37E-06
0.6378,637.8,622.8,-5.55E-08,-1.27E-07,-9.17E-08,1.39E-06
0.6379,637.9,622.9,-4.64E-08,-1.27E-07,-8.71E-08,1.39E-06
0.638,638,623,-5.47E-08,-1.20E-07,-8.77E-08,1.39E-06
0.6381,638.1,623.1,-5.63E-08,-1.24E-07,-9.02E-08,1.39E-06
0.6382,638.2,623.2,-4.44E-08,-1.15E-07,-7.97E-08,1.40E-06
0.6383,638.3,623.3,-1.32E-08,-1.13E-07,-6.35E-08,1.41E-06
0.6384,638.4,623.4,1.19E-08,-1.13E-07,-5.11E-08,1.43E-06
0.6385,638.5,623.5,1.27E-08,-1.14E-07,-5.10E-08,1.43E-06
0.6386,638.6,623.6,-7.82E-09,-1.05E-07,-5.66E-08,1.42E-06
0.6387,638.7,623.7,-2.68E-08,-8.25E-08,-5.48E-08,1.42E-06
0.6388,638.8,623.8,-3.73E-08,-6.25E-08,-5.00E-08,1.43E-06
0.6389,638.9,623.9,-4.29E-08,-3.69E-08,-3.99E-08,1.44E-06
0.639,639,624,-3.81E-08,-2.88E-09,-2.04E-08,1.46E-06
0.6391,639.1,624.1,-1.77E-08,3.56E-08,9.14E-09,1.49E-06
0.6392,639.2,624.2,1.01E-08,6.43E-08,3.74E-08,1.51E-06
0.6393,639.3,624.3,2.03E-08,7.97E-08,5.02E-08,1.53E-06
0.6394,639.4,624.4,4.50E-09,9.40E-08,4.95E-08,1.53E-06
0.6395,639.5,624.5,-1.11E-08,1.09E-07,4.94E-08,1.53E-06
0.6396,639.6,624.6,-7.09E-09,1.25E-07,5.92E-08,1.54E-06
0.6397,639.7,624.7,5.28E-09,1.42E-07,7.41E-08,1.55E-06
0.6398,639.8,624.8,1.93E-08,1.65E-07,9.26E-08,1.57E-06
0.6399,639.9,624.9,2.27E-08,1.92E-07,1.08E-07,1.59E-06
0.64,640,625,3.21E-08,2.19E-07,1.26E-07,1.60E-06
0.6401,640.1,625.1,2.92E-08,2.47E-07,1.39E-07,1.62E-06
0.6402,640.2,625.2,1.68E-08,2.74E-07,1.46E-07,1.62E-06
0.6403,640.3,625.3,2.50E-09,2.86E-07,1.45E-07,1.62E-06
0.6404,640.4,625.4,-5.96E-09,2.95E-07,1.45E-07,1.62E-06
0.6405,640.5,625.5,-5.57E-09,3.20E-07,1.58E-07,1.64E-06
0.6406,640.6,625.6,6.81E-09,3.73E-07,1.91E-07,1.67E-06
0.6407,640.7,625.7,2.59E-08,4.37E-07,2.33E-07,1.71E-06
0.6408,640.8,625.8,4.26E-08,4.85E-07,2.65E-07,1.74E-06
0.6409,640.9,625.9,5.06E-08,5.06E-07,2.80E-07,1.76E-06
0.641,641,626,6.27E-08,5.15E-07,2.90E-07,1.77E-06
0.6411,641.1,626.1,7.06E-08,5.14E-07,2.94E-07,1.77E-06
0.6412,641.2,626.2,7.23E-08,5.34E-07,3.04E-07,1.78E-06
0.6413,641.3,626.3,5.74E-08,5.58E-07,3.09E-07,1.79E-06
0.6414,641.4,626.4,5.21E-08,5.98E-07,3.27E-07,1.80E-06
0.6415,641.5,626.5,4.63E-08,6.24E-07,3.37E-07,1.81E-06
0.6416,641.6,626.6,4.95E-08,6.45E-07,3.49E-07,1.83E-06
0.6417,641.7,626.7,6.81E-08,6.43E-07,3.57E-07,1.83E-06
0.6418,641.8,626.8,9.49E-08,6.32E-07,3.65E-07,1.84E-06
0.6419,641.9,626.9,1.19E-07,6.23E-07,3.72E-07,1.85E-06
0.642,642,627,1.19E-07,6.28E-07,3.75E-07,1.85E-06
0.6421,642.1,627.1,1.16E-07,6.35E-07,3.77E-07,1.85E-06
0.6422,642.2,627.2,1.28E-07,6.29E-07,3.80E-07,1.86E-06
0.6423,642.3,627.3,1.60E-07,6.20E-07,3.92E-07,1.87E-06
0.6424,642.4,627.4,1.94E-07,6.18E-07,4.07E-07,1.88E-06
0.6425,642.5,627.5,2.21E-07,6.15E-07,4.19E-07,1.90E-06
0.6426,642.6,627.6,2.38E-07,6.06E-07,4.23E-07,1.90E-06
0.6427,642.7,627.7,2.51E-07,5.92E-07,4.23E-07,1.90E-06
0.6428,642.8,627.8,2.51E-07,5.87E-07,4.20E-07,1.90E-06
0.6429,642.9,627.9,2.47E-07,6.00E-07,4.25E-07,1.90E-06
0.643,643,628,2.41E-07,6.25E-07,4.34E-07,1.91E-06
0.6431,643.1,628.1,2.36E-07,6.46E-07,4.42E-07,1.92E-06
0.6432,643.2,628.2,2.31E-07,6.39E-07,4.36E-07,1.91E-06
0.6433,643.3,628.3,2.32E-07,6.16E-07,4.25E-07,1.90E-06
0.6434,643.4,628.4,2.36E-07,5.94E-07,4.16E-07,1.89E-06
0.6435,643.5,628.5,2.55E-07,5.91E-07,4.24E-07,1.90E-06
0.6436,643.6,628.6,2.83E-07,5.90E-07,4.38E-07,1.92E-06
0.6437,643.7,628.7,3.10E-07,5.85E-07,4.49E-07,1.93E-06
0.6438,643.8,628.8,3.15E-07,5.79E-07,4.48E-07,1.93E-06
0.6439,643.9,628.9,3.02E-07,5.90E-07,4.47E-07,1.92E-06
0.644,644,629,2.89E-07,6.08E-07,4.49E-07,1.93E-06
0.6441,644.1,629.1,2.80E-07,6.23E-07,4.53E-07,1.93E-06
0.6442,644.2,629.2,2.79E-07,6.34E-07,4.57E-07,1.93E-06
0.6443,644.3,629.3,2.79E-07,6.36E-07,4.58E-07,1.94E-06
0.6444,644.4,629.4,2.72E-07,6.36E-07,4.55E-07,1.93E-06
0.6445,644.5,629.5,2.63E-07,6.39E-07,4.52E-07,1.93E-06
0.6446,644.6,629.6,2.49E-07,6.45E-07,4.48E-07,1.93E-06
0.6447,644.7,629.7,2.40E-07,6.40E-07,4.41E-07,1.92E-06
0.6448,644.8,629.8,2.29E-07,6.16E-07,4.24E-07,1.90E-06
0.6449,644.9,629.9,2.23E-07,5.93E-07,4.09E-07,1.89E-06
0.645,645,630,2.14E-07,5.87E-07,4.02E-07,1.88E-06
0.6451,645.1,630.1,2.10E-07,5.95E-07,4.04E-07,1.88E-06
0.6452,645.2,630.2,2.03E-07,6.12E-07,4.09E-07,1.89E-06
0.6453,645.3,630.3,1.98E-07,6.19E-07,4.10E-07,1.89E-06
0.6454,645.4,630.4,1.96E-07,6.02E-07,4.00E-07,1.88E-06
0.6455,645.5,630.5,2.01E-07,5.76E-07,3.90E-07,1.87E-06
0.6456,645.6,630.6,2.05E-07,5.60E-07,3.84E-07,1.86E-06
0.6457,645.7,630.7,1.97E-07,5.64E-07,3.82E-07,1.86E-06
0.6458,645.8,630.8,1.86E-07,5.66E-07,3.77E-07,1.85E-06
0.6459,645.9,630.9,1.85E-07,5.56E-07,3.71E-07,1.85E-06
0.646,646,631,1.88E-07,5.41E-07,3.65E-07,1.84E-06
0.6461,646.1,631.1,1.94E-07,5.25E-07,3.61E-07,1.84E-06
0.6462,646.2,631.2,2.03E-07,5.08E-07,3.57E-07,1.83E-06
0.6463,646.3,631.3,2.14E-07,4.96E-07,3.56E-07,1.83E-06
0.6464,646.4,631.4,2.34E-07,4.89E-07,3.62E-07,1.84E-06
0.6465,646.5,631.5,2.51E-07,4.84E-07,3.68E-07,1.85E-06
0.6466,646.6,631.6,2.67E-07,4.71E-07,3.70E-07,1.85E-06
0.6467,646.7,631.7,2.67E-07,4.67E-07,3.68E-07,1.85E-06
0.6468,646.8,631.8,2.61E-07,4.69E-07,3.65E-07,1.84E-06
0.6469,646.9,631.9,2.60E-07,4.72E-07,3.66E-07,1.84E-06
0.647,647,632,2.80E-07,4.42E-07,3.62E-07,1.84E-06
0.6471,647.1,632.1,3.08E-07,3.97E-07,3.53E-07,1.83E-06
0.6472,647.2,632.2,3.42E-07,3.52E-07,3.47E-07,1.82E-06
0.6473,647.3,632.3,3.79E-07,3.25E-07,3.52E-07,1.83E-06
0.6474,647.4,632.4,4.23E-07,3.14E-07,3.68E-07,1.85E-06
0.6475,647.5,632.5,4.70E-07,3.05E-07,3.87E-07,1.86E-06
0.6476,647.6,632.6,5.03E-07,2.90E-07,3.96E-07,1.87E-06
0.6477,647.7,632.7,5.29E-07,2.74E-07,4.01E-07,1.88E-06
0.6478,647.8,632.8,5.51E-07,2.74E-07,4.12E-07,1.89E-06
0.6479,647.9,632.9,5.77E-07,2.82E-07,4.29E-07,1.91E-06
0.648,648,633,5.94E-07,2.75E-07,4.34E-07,1.91E-06
0.6481,648.1,633.1,6.11E-07,2.51E-07,4.30E-07,1.91E-06
0.6482,648.2,633.2,6.25E-07,2.32E-07,4.27E-07,1.90E-06
0.6483,648.3,633.3,6.49E-07,2.39E-07,4.43E-07,1.92E-06
0.6484,648.4,633.4,6.72E-07,2.63E-07,4.66E-07,1.94E-06
0.6485,648.5,633.5,6.86E-07,2.86E-07,4.85E-07,1.96E-06
0.6486,648.6,633.6,6.98E-07,3.00E-07,4.98E-07,1.98E-06
0.6487,648.7,633.7,7.07E-07,2.90E-07,4.97E-07,1.97E-06
0.6488,648.8,633.8,7.14E-07,2.73E-07,4.92E-07,1.97E-06
0.6489,648.9,633.9,7.10E-07,2.55E-07,4.81E-07,1.96E-06
0.649,649,634,6.95E-07,2.53E-07,4.72E-07,1.95E-06
0.6491,649.1,634.1,6.77E-07,2.58E-07,4.66E-07,1.94E-06
0.6492,649.2,634.2,6.52E-07,2.64E-07,4.57E-07,1.93E-06
0.6493,649.3,634.3,6.29E-07,2.67E-07,4.47E-07,1.92E-06
0.6494,649.4,634.4,6.18E-07,2.66E-07,4.41E-07,1.92E-06
